Position,Product Name,Rating Count,Discount,Original Price,Discounted Price,Free Delivery,Review Count,Stock Status,Image 1,Image 2,Image 3,Image 4
88,Women Blue Jeans,-10,41% off,999,₹584,Free delivery,-14,,https://rukminim2.flixcart.com/image/440/593/xif0q/shopsy-jean/5/h/e/30-shopsy-wd-ice-7z-nucouths-original-imahyqe4w5gvngkq.jpeg?q=60,https://rukminim2.flixcart.com/image/440/593/xif0q/jean/i/t/6/26-fk-j1bst-sky-perfect-fashion-original-imagrwhygzzhh7sk.jpeg?q=60,https://rukminim2.flixcart.com/image/440/593/xif0q/shopsy-jean/b/a/j/28-sh-new-6p-carg-clothin-by-nakshatra-group-original-imahfy2hapnanjew.jpeg?q=60,https://rukminim2.flixcart.com/image/440/593/xif0q/shopsy-jean/u/c/s/32-sh-g-303-velvetvinelooks-original-imagw96xygubfmkf.jpeg?q=60
89,Women Dark Blue Jeans,-5,68% off,"1,299",₹410,Free delivery,-11,,https://rukminim2.flixcart.com/image/440/593/xif0q/jean/x/1/f/32-200-hard-aadvi-fashion-original-imagzybgsvrgbcgk.jpeg?q=60,https://rukminim2.flixcart.com/image/440/593/xif0q/shopsy-jean/k/e/7/26-wj-bk-kc-5-mevan-original-imagqmuuhvxjvt4m.jpeg?q=60,https://rukminim2.flixcart.com/image/440/593/xif0q/shopsy-jean/1/3/m/26-wd-stone-6z-nucouths-original-imahyqe4wr6ajcwe.jpeg?q=60,https://rukminim2.flixcart.com/image/440/593/xif0q/shopsy-jean/q/t/i/30-shopsy-wd-black-prem-q1-nucouths-original-imahyg85cuhzcnhf.jpeg?q=60
90,Boyfriend Women Light Blue Jeans,-169,66% off,999,₹334,Free delivery,-221,,https://rukminim2.flixcart.com/image/440/593/xif0q/jean/f/a/e/32-zjw495-zaristaa-original-imagw4rb3cgxtgbm.jpeg?q=60,https://rukminim2.flixcart.com/image/440/593/xif0q/shopsy-jean/r/p/8/26-tek-0786-tektarwi-original-imagz9dtguf7xhag.jpeg?q=60,https://rukminim2.flixcart.com/image/440/593/xif0q/jean/s/w/f/26-kttladiesjeans1163-kotty-original-imagrer8hrbvgrpj.jpeg?q=60,https://rukminim2.flixcart.com/image/440/593/xif0q/shopsy-cargo/j/y/m/26-six-pocket-cargo-stylokat-girls-original-imagnu3nckdmgqrw.jpeg?q=60
91,Boot-Leg Women Grey Jeans,-435,,-5,,,-5,,https://rukminim2.flixcart.com/image/440/593/xif0q/shopsy-jean/3/o/y/30-8-arhamfashionwr-original-imagy6fauhzcedpa.jpeg?q=60,https://rukminim2.flixcart.com/image/440/593/xif0q/shopsy-jean/y/c/z/30-women-cargo-sidha-apparels-original-imagw2s8whdgc3xz.jpeg?q=60,https://rukminim2.flixcart.com/image/440/593/xif0q/cargo/u/t/w/32-women6pocket-zaristaa-original-imagyamztjhzjzdw.jpeg?q=60,https://rukminim2.flixcart.com/image/440/593/xif0q/cargo/u/t/w/32-women6pocket-zaristaa-original-imagyamztjhzjzdw.jpeg?q=60
92,Boot-Leg Women Black Jeans,-47,71% off,999,₹283,Free delivery,-62,,https://rukminim2.flixcart.com/image/440/593/xif0q/shopsy-jean/n/a/d/30-black-straight-shrutika-original-imagszfgsbaw4jye.jpeg?q=60,https://rukminim2.flixcart.com/image/440/593/xif0q/shopsy-jean/d/8/l/26-women-black-jeans-finz-air-original-imagt5cnszhggqu3.jpeg?q=60,https://rukminim2.flixcart.com/image/440/593/xif0q/shopsy-jean/o/q/d/28-jeans-001-tektarwi-original-imagymrf2tujex5x.jpeg?q=60,https://rukminim2.flixcart.com/image/440/593/xif0q/shopsy-jean/o/q/d/28-jeans-001-tektarwi-original-imagymrf2tujex5x.jpeg?q=60
93,Regular Women Blue Jeans,-9,,-39,,,-39,,https://rukminim2.flixcart.com/image/440/593/xif0q/jean/z/i/h/36-kttladiesjeans816-kotty-original-imagy5fujekhffz3.jpeg?q=60,https://rukminim2.flixcart.com/image/440/593/xif0q/jean/s/u/x/26-j-60-lee-tex-original-imagnycsxwgmqawu.jpeg?q=60,https://rukminim2.flixcart.com/image/440/593/xif0q/shopsy-jean/t/g/k/28-women-flared-jeans-sidha-apparels-original-imagwa8yqafbzqaz.jpeg?q=60,https://rukminim2.flixcart.com/image/440/593/xif0q/jean/x/k/q/34-kottyladiesjeans823-kotty-original-imagu6tkzyp3bej2.jpeg?q=60
94,Slim Women Black Jeans,-352,75% off,"1,999",₹484,Free delivery,-4,,https://rukminim2.flixcart.com/image/440/593/xif0q/jean/d/b/m/34-lwdp100cdp-linaria-original-imagmudhvqux23aw.jpeg?q=60,https://rukminim2.flixcart.com/image/440/593/xif0q/jean/8/j/n/30-kttladiesjeans1118-kotty-original-imagzj7hmyvjjjry.jpeg?q=60,https://rukminim2.flixcart.com/image/440/593/xif0q/jean/o/1/u/28-kttladiesjeans854-kotty-original-imags7tess6zjqjx.jpeg?q=60,https://rukminim2.flixcart.com/image/440/593/xif0q/shopsy-track-pant/h/y/i/32-af-dhol-wash-23-areal-fashion-original-imag8z8ecyhxeumk-bb.jpeg?q=60
95,Skinny Women Light Blue Jeans,-51,70% off,"1,242",₹368,Free delivery,"-1,520",,https://rukminim2.flixcart.com/image/440/593/xif0q/shopsy-jean/i/4/0/32-1b-lb-j-p1-32-sh-skiiestreet-original-imagjpzhhhvyvpv3.jpeg?q=60,https://rukminim2.flixcart.com/image/440/593/k7jdg280/jean/b/a/r/28-wj-t-30-ansh-fashion-wear-original-imafprev8cyvzyyp.jpeg?q=60,https://rukminim2.flixcart.com/image/440/593/xif0q/jean/d/b/m/34-lwdp100cdp-linaria-original-imagmudhvqux23aw.jpeg?q=60,https://rukminim2.flixcart.com/image/440/593/xif0q/shopsy-jean/i/4/0/32-1b-lb-j-p1-32-sh-skiiestreet-original-imagjpzhhhvyvpv3.jpeg?q=60
96,Boyfriend Women Light Blue Jeans,-9,68% off,"1,299",₹403,Free delivery,-458,,https://rukminim2.flixcart.com/image/440/593/l4yi7bk0/shopsy-jean/0/i/l/30-shopsy-1sky-st-30-perfect-fashion-original-imagfqwyb3jjsunb.jpeg?q=60,https://rukminim2.flixcart.com/image/440/593/xif0q/jean/d/b/m/34-lwdp100cdp-linaria-original-imagmudhvqux23aw.jpeg?q=60,https://rukminim2.flixcart.com/image/440/593/xif0q/shopsy-jean/p/2/b/26-jeans-for-3-button-black-color-for-woman-and-girls-finz-air-original-imagtvdvpy6nzres.jpeg?q=60,https://rukminim2.flixcart.com/image/440/593/xif0q/shopsy-jean/j/v/l/30-women-black-jeans-finz-air-original-imagt5cnhupgk38e.jpeg?q=60
97,Skinny Women Black Jeans,"-1,106",70% off,"1,999",₹584,Free delivery,-15,,https://rukminim2.flixcart.com/image/440/593/k6xxua80/jean/s/a/7/32-1-button-highrise-black-tyffyn-original-imafpanyfbbmvkhg.jpeg?q=60,https://rukminim2.flixcart.com/image/440/593/xif0q/jean/c/x/z/30-6000-trendylooks-original-imagsrq8dkdnysq6.jpeg?q=60,https://rukminim2.flixcart.com/image/440/593/l01blow0/jean/m/9/m/30-k102c-blue-kinza-fashion-original-imagbx7kfbzxzrsn.jpeg?q=60,https://rukminim2.flixcart.com/image/440/593/klqx30w0/jean/l/c/y/28-kttladiesjeans823-kotty-original-imagyt4k6knhgfvr.jpeg?q=60
98,Regular Women Blue Jeans,-76,51% off,"1,299",₹634,Free delivery,-55,,https://rukminim2.flixcart.com/image/440/593/xif0q/jean/n/v/0/32-kottyladiesjeans1060-kotty-original-imagr5w8ncd9kjey.jpeg?q=60,https://rukminim2.flixcart.com/image/440/593/l4yi7bk0/shopsy-jean/0/i/l/30-shopsy-1sky-st-30-perfect-fashion-original-imagfqwyb3jjsunb.jpeg?q=60,https://rukminim2.flixcart.com/image/440/593/kwwfte80/jean/u/d/h/30-kttladiesjeans877-kotty-original-imag9hftsqgr5t6g.jpeg?q=60,https://rukminim2.flixcart.com/image/440/593/xif0q/jean/p/u/8/34-st8-drewin-original-imagsgvt3u9mawu3.jpeg?q=60
99,Jogger Fit Women Blue Jeans,-77,71% off,999,₹284,Free delivery,-13,,https://rukminim2.flixcart.com/image/440/593/xif0q/shopsy-jean/7/1/u/30-5-yunusfashion-original-imagwypdygcqbrwu.jpeg?q=60,https://rukminim2.flixcart.com/image/440/593/xif0q/shopsy-jean/v/j/u/26-jeans-001-tektarwi-original-imagymrfprsy3tfw.jpeg?q=60,https://rukminim2.flixcart.com/image/440/593/xif0q/shopsy-jean/x/s/u/28-101-trafficjam-original-imahfy76gvuhchqs.jpeg?q=60,https://rukminim2.flixcart.com/image/440/593/xif0q/shopsy-jean/c/z/6/30-women-black-jeans-finz-air-original-imagt5ceqypfpyf9.jpeg?q=60
100,Women Blue Jeans,-187,,-32,,,-32,,https://rukminim2.flixcart.com/image/440/593/kx0q4y80/jean/t/a/n/14-15-years-jeans-combo-dear-youth-sahouse-enterprises-original-imag9ksgaafwjx9z.jpeg?q=60,https://rukminim2.flixcart.com/image/440/593/xif0q/shopsy-jean/n/x/m/34-pa2061-mahi-trendz-original-imahysg7bffsuyqq.jpeg?q=60,https://rukminim2.flixcart.com/image/440/593/xif0q/jean/c/9/r/32-grey-6-pkt-cnu-jeans-32-size-aj-collection-original-imagucgqf4pfzgya.jpeg?q=60,https://rukminim2.flixcart.com/image/440/593/xif0q/jean/2/2/w/28-kottyladiesjeans1086-kotty-original-imagmme72wfysz8r.jpeg?q=60
